CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
1245,Female,26,85,50
1246,Female,38,92,51
1247,Male,57,54,94
1248,Male,23,72,11
1249,Female,65,135,6
1250,Male,21,125,17
1251,Female,63,51,81
1252,Male,29,106,73
1253,Male,47,98,79
1254,Female,48,102,40
1255,Female,61,86,52
1256,Male,49,91,11
1257,Male,38,117,49
1258,Male,50,55,47
1259,Female,38,120,94
1260,Male,22,58,44
1261,Female,58,16,23
1262,Male,46,76,52
1263,Male,47,83,31
1264,Female,55,135,21
1265,Female,69,101,34
1266,Male,36,43,28
1267,Female,37,57,18
1268,Male,56,124,73
1269,Male,58,131,21
1270,Female,28,80,84
1271,Male,37,29,95
1272,Female,55,62,26
1273,Male,59,67,98
1274,Male,55,96,17
1275,Female,35,77,90
1276,Male,47,113,45
1277,Male,39,99,47
1278,Male,53,96,89
1279,Female,41,91,38
1280,Male,44,31,3
1281,Male,58,88,77
1282,Male,56,93,14
1283,Female,57,96,8
1284,Female,25,113,76
1285,Female,63,97,11
1286,Male,33,46,92
1287,Male,42,46,25
1288,Male,29,84,28
1289,Female,55,105,49
1290,Male,33,43,8
1291,Female,20,127,2
1292,Female,56,94,33
1293,Male,56,23,30
1294,Female,42,114,77
1295,Male,40,43,73
1296,Male,61,78,60
1297,Female,39,110,28
1298,Female,58,58,80
1299,Female,46,33,38
1300,Male,39,95,88
1301,Male,29,57,75
1302,Female,22,133,17
1303,Female,69,105,46
1304,Male,51,82,22
1305,Female,68,91,87
1306,Male,35,71,38
1307,Male,45,132,59
1308,Male,27,59,37
1309,Male,58,36,22
1310,Female,46,68,75
1311,Male,42,48,88
1312,Male,69,94,43
1313,Female,38,109,28
1314,Male,24,17,14
1315,Female,29,17,25
1316,Female,27,134,21
1317,Female,33,57,75
1318,Male,34,46,54
1319,Male,27,102,81
1320,Male,44,100,65
1321,Female,25,119,18
1322,Female,59,26,45
1323,Male,21,76,78
1324,Female,22,123,88
1325,Male,55,126,41
1326,Male,50,16,10
1327,Male,29,33,19
1328,Male,28,82,29
1329,Female,64,130,38
1330,Female,68,127,68
1331,Male,29,80,74
1332,Male,30,129,37
1333,Male,48,63,90
1334,Female,22,86,88
1335,Female,60,82,51
1336,Male,48,32,55
1337,Female,66,31,10
1338,Female,61,47,64
1339,Male,32,60,28
1340,Male,33,50,61
1341,Male,34,72,92
1342,Female,59,38,18
1343,Male,62,40,4
1344,Male,63,107,12
1345,Female,18,43,67
1346,Female,35,118,83
1347,Male,27,81,90
1348,Male,45,107,40
1349,Female,28,43,7
1350,Male,46,132,87
1351,Male,50,78,56
1352,Female,30,59,42
1353,Female,50,44,62
1354,Male,49,136,97
1355,Male,41,49,94
1356,Female,48,97,30
1357,Female,34,40,90
1358,Female,56,128,94
1359,Male,56,114,10
1360,Male,31,91,66
1361,Female,64,17,56
1362,Female,20,114,14
1363,Female,60,126,90
1364,Male,58,98,35
1365,Female,36,20,39
1366,Female,23,16,65
1367,Female,38,46,65
1368,Male,38,74,36
1369,Male,49,49,74
1370,Male,66,52,78
1371,Female,23,47,81
1372,Female,35,136,96
1373,Male,24,72,55
1374,Male,62,27,78
1375,Female,54,72,79
1376,Female,53,80,82
1377,Female,61,69,17
1378,Female,20,22,7
1379,Female,20,66,53
1380,Male,32,114,49
1381,Male,23,89,60
1382,Male,25,57,56
1383,Male,63,48,48
1384,Male,57,78,52
1385,Female,51,48,76
1386,Male,20,78,43
1387,Male,57,43,88
1388,Male,21,42,26
1389,Female,56,19,56
1390,Male,55,77,31
1391,Male,43,21,90
1392,Female,65,36,46
1393,Female,61,42,68
1394,Female,38,58,60
1395,Male,39,63,52
1396,Male,25,55,19
1397,Male,22,88,73
1398,Male,33,116,44
1399,Male,45,45,72
1400,Male,35,130,91
1401,Male,57,84,32
1402,Female,21,89,19
1403,Male,50,113,43
1404,Female,67,85,72
1405,Female,29,84,76
1406,Female,57,30,84
1407,Male,45,65,42
1408,Female,31,120,35
1409,Male,47,76,57
1410,Female,50,114,76
1411,Female,31,42,46
1412,Male,51,78,28
1413,Female,22,122,48
1414,Male,63,49,78
1415,Female,49,109,51
1416,Male,28,51,87
1417,Female,62,100,6
1418,Female,38,28,42
1419,Male,56,18,5
1420,Male,51,55,51
1421,Male,45,73,70
1422,Male,35,89,8
1423,Male,34,136,54
1424,Male,29,97,30
1425,Male,41,75,83
1426,Female,53,124,11
1427,Male,63,126,61
1428,Female,53,91,51
1429,Female,65,133,40
1430,Male,58,115,67
1431,Female,54,19,74
1432,Male,54,113,93
1433,Male,21,36,45
1434,Female,20,53,26
1435,Male,34,93,75
1436,Male,38,129,14
1437,Female,51,45,90
1438,Female,69,101,51
1439,Female,26,47,16
1440,Male,67,47,46
1441,Male,64,19,43
1442,Male,44,107,95
1443,Female,52,130,53
1444,Female,61,133,28
1445,Female,57,46,19
1446,Male,63,116,70
1447,Male,19,17,8
1448,Female,46,40,7
1449,Male,61,80,56
1450,Female,61,125,80
1451,Female,35,76,75
1452,Male,37,47,40
1453,Male,45,130,8
1454,Male,23,64,33
1455,Male,68,30,13
1456,Male,53,18,76
1457,Male,37,65,14
1458,Male,63,105,8
1459,Female,28,69,15
1460,Male,23,30,66
1461,Male,58,26,6
1462,Female,39,49,4
1463,Female,66,50,70
1464,Female,19,16,41
1465,Female,45,120,37
1466,Female,19,102,48
1467,Male,25,17,5
1468,Female,68,25,89
1469,Female,32,89,36
1470,Male,24,92,46
1471,Female,40,85,71
1472,Female,24,128,67
1473,Female,67,134,63
1474,Female,24,104,38
1475,Male,27,105,11
1476,Female,54,24,43
1477,Male,64,102,54
1478,Male,47,46,57
1479,Male,66,65,83
1480,Male,31,93,60
1481,Male,63,37,75
1482,Female,18,115,82
1483,Male,47,107,66
1484,Female,50,66,46
1485,Female,58,49,35
1486,Male,46,130,64
1487,Male,30,50,91
1488,Male,55,114,96
1489,Male,24,90,40
1490,Female,25,94,16
1491,Female,49,101,92
1492,Female,39,26,14
1493,Male,27,126,90
1494,Male,45,101,52
1495,Female,62,16,14
1496,Male,38,70,8
1497,Male,38,36,84
1498,Female,69,35,53
1499,Male,69,49,72
1500,Female,68,125,49
1501,Female,56,52,81
1502,Male,64,60,98
1503,Female,48,97,7
1504,Female,32,130,85
1505,Female,54,53,22
1506,Male,41,130,57
1507,Female,22,65,17
1508,Female,44,78,83
1509,Male,59,66,28
1510,Female,61,83,85
1511,Male,31,118,41
1512,Male,23,69,21
1513,Female,39,68,73
1514,Female,19,124,18
1515,Female,41,136,58
1516,Female,41,24,9
1517,Male,19,120,97
1518,Female,47,132,73
1519,Female,24,31,71
1520,Male,62,26,81
1521,Male,68,122,12
1522,Female,63,128,35
1523,Male,35,111,41
1524,Female,20,64,38
1525,Male,56,34,59
1526,Female,45,97,39
1527,Female,64,63,5
1528,Female,36,33,48
1529,Male,20,23,27
1530,Female,47,42,97
1531,Female,29,50,31
1532,Male,60,91,60
1533,Female,64,87,2
1534,Male,62,98,35
1535,Male,28,26,65
1536,Male,68,121,54
1537,Male,33,72,15
1538,Female,30,92,11
1539,Female,53,125,68
1540,Male,65,31,64
1541,Female,26,55,88
1542,Male,61,77,32
1543,Female,66,124,10
1544,Male,19,17,28
1545,Male,24,65,51
1546,Female,39,65,38
1547,Female,46,24,95
1548,Male,36,55,60
1549,Male,66,114,67
1550,Male,43,102,15
1551,Male,48,91,47
1552,Male,48,119,26
1553,Male,59,83,29
1554,Female,58,102,46
1555,Female,67,125,87
1556,Female,33,73,69
1557,Female,61,61,11
1558,Female,36,82,65
1559,Male,62,49,17
1560,Male,61,120,82
1561,Female,60,38,17
1562,Female,48,125,37
1563,Male,52,127,95
1564,Female,43,111,84
1565,Male,37,90,3
1566,Male,47,91,77
1567,Female,33,72,12
1568,Male,45,103,75
1569,Female,63,58,52
1570,Male,39,81,69
1571,Female,60,75,7
1572,Male,67,128,5
1573,Male,46,108,73
1574,Female,40,73,57
1575,Male,40,112,25
1576,Female,41,73,22
1577,Male,22,64,83
1578,Female,45,129,11
1579,Male,47,93,81
1580,Male,20,32,12
1581,Male,27,87,94
1582,Male,34,131,52
1583,Female,40,101,54
1584,Male,29,102,77
1585,Female,37,29,3
1586,Female,37,83,38
1587,Female,48,51,22
1588,Female,36,67,55
1589,Male,28,92,98
1590,Female,65,110,12
1591,Female,59,27,45
1592,Male,19,108,25
1593,Male,34,77,96
1594,Male,28,123,15
1595,Male,41,55,88
1596,Female,22,106,10
1597,Male,51,48,88
1598,Male,65,40,3
1599,Male,47,27,25
1600,Female,31,125,8
1601,Female,22,70,70
1602,Female,40,129,80
1603,Female,69,86,82
1604,Male,40,120,96
1605,Male,54,34,79
1606,Female,49,56,40
1607,Male,37,46,26
1608,Female,63,109,74
1609,Female,44,111,41
1610,Male,20,26,33
1611,Female,33,46,30
1612,Male,26,48,40
1613,Female,28,117,86
1614,Female,46,57,20
1615,Male,45,34,35
1616,Male,18,70,63
1617,Male,64,126,22
1618,Male,54,101,39
1619,Male,31,126,36
1620,Female,39,84,15
1621,Female,57,75,55
1622,Female,33,128,55
1623,Female,41,59,81
1624,Female,64,22,28
1625,Male,46,88,28
1626,Male,41,112,97
1627,Female,26,112,61
1628,Female,41,45,9
1629,Male,37,126,13
1630,Male,23,57,45
1631,Female,54,102,72
1632,Male,28,15,80
1633,Male,55,34,33
1634,Female,53,42,97
1635,Female,50,69,27
1636,Female,52,132,91
1637,Female,19,122,14
1638,Male,62,99,92
1639,Male,47,36,15
1640,Female,24,135,13
1641,Female,56,69,37
1642,Female,18,113,5
1643,Male,30,65,40
1644,Female,30,96,54
1645,Female,38,117,71
1646,Male,18,28,7
1647,Male,60,32,4
1648,Female,58,59,72
1649,Male,34,47,48
1650,Male,58,78,19
1651,Female,48,117,49
1652,Male,46,131,15
1653,Male,24,102,45
1654,Female,64,48,63
1655,Male,38,39,74
1656,Female,44,83,4
1657,Female,37,64,77
1658,Male,40,23,86
1659,Female,37,119,64
1660,Female,67,120,4
1661,Female,31,121,91
1662,Female,31,128,37
1663,Female,37,26,57
1664,Female,24,93,83
1665,Female,23,111,13
1666,Female,62,114,19
1667,Male,59,56,91
1668,Male,47,36,73
1669,Male,24,108,65
1670,Female,32,114,59
1671,Male,61,127,21
1672,Male,22,26,93
1673,Male,38,23,12
1674,Male,19,52,98
1675,Male,56,123,92
1676,Female,23,32,35
1677,Male,45,50,64
1678,Male,21,38,10
1679,Male,35,51,97
1680,Male,69,111,74
1681,Male,22,81,6
1682,Male,31,103,11
1683,Male,64,102,47
1684,Male,31,73,11
1685,Male,24,81,61
1686,Female,50,48,74
1687,Male,18,29,49
1688,Male,64,130,64
1689,Male,52,27,18
1690,Male,46,65,54
1691,Male,51,134,78
1692,Male,22,38,7
1693,Male,32,15,43
1694,Male,30,67,27
1695,Male,35,71,55
1696,Male,21,38,33
1697,Female,27,109,22
1698,Male,24,27,94
1699,Male,66,69,78
1700,Female,27,37,71
1701,Female,49,34,53
1702,Female,49,96,22
1703,Female,26,77,49
1704,Female,46,119,8
1705,Male,38,86,98
1706,Female,24,98,97
1707,Male,31,71,98
1708,Female,52,133,27
1709,Female,27,22,44
1710,Female,32,83,24
1711,Male,48,100,52
1712,Female,54,87,82
1713,Male,54,59,17
1714,Male,32,41,70
1715,Male,23,72,64
1716,Female,44,32,8
1717,Male,68,30,83
1718,Female,65,70,9
1719,Male,53,29,9
1720,Male,33,96,79
1721,Female,52,133,48
1722,Male,34,108,48
1723,Female,24,129,9
1724,Female,66,46,31
1725,Male,63,23,39
1726,Female,64,57,19
1727,Male,46,62,67
1728,Male,18,117,26
1729,Male,51,74,55
1730,Male,37,105,39
1731,Female,33,113,41
1732,Male,23,59,53
1733,Male,23,127,32
1734,Female,37,114,36
1735,Female,40,92,26
1736,Female,26,51,65
1737,Male,67,36,60
1738,Female,27,90,19
1739,Female,60,67,49
1740,Male,67,120,4
1741,Male,25,16,27
1742,Female,52,128,84
1743,Female,33,37,15
1744,Male,61,107,35
1745,Male,54,131,49
1746,Female,63,83,48
1747,Female,65,47,78
1748,Male,25,125,22
1749,Male,51,107,45
1750,Male,23,70,65
1751,Female,40,74,51
1752,Female,29,37,17
1753,Female,19,128,32
1754,Male,53,118,33
1755,Female,24,109,38
1756,Female,41,39,76
1757,Female,45,103,33
1758,Female,42,79,3
1759,Male,34,130,63
1760,Male,32,44,42
1761,Male,58,31,59
1762,Male,56,53,62
1763,Male,26,112,86
1764,Male,64,64,37
1765,Male,29,132,24
1766,Female,50,85,5
1767,Female,34,23,20
1768,Male,22,134,51
1769,Female,27,117,40
1770,Male,49,78,97
1771,Female,53,30,13
1772,Male,64,97,7
1773,Male,43,56,80
1774,Male,42,20,43
1775,Male,30,126,23
1776,Female,46,55,8
1777,Female,65,51,50
1778,Male,45,71,38
1779,Male,69,86,71
1780,Male,22,20,67
1781,Female,58,18,56
1782,Male,65,40,83
1783,Male,61,41,45
1784,Male,28,34,32
1785,Female,23,74,34
1786,Male,52,81,35
1787,Female,57,93,18
1788,Male,21,90,78
1789,Male,18,89,15
1790,Male,32,135,28
1791,Female,68,113,60
1792,Female,38,132,47
1793,Female,35,103,44
1794,Male,49,21,46
1795,Female,44,86,95
1796,Male,42,81,15
1797,Male,55,26,5
1798,Female,50,114,19
1799,Male,54,99,43
1800,Male,21,48,18
1801,Female,19,63,60
1802,Male,35,34,63
1803,Male,18,32,56
1804,Male,52,131,38
1805,Male,28,84,95
1806,Male,60,71,36
1807,Female,61,60,94
1808,Male,43,72,54
1809,Male,68,60,40
1810,Male,27,102,94
1811,Male,37,52,26
1812,Female,46,20,5
1813,Male,67,32,34
1814,Female,20,54,97
1815,Male,43,41,63
1816,Female,22,121,67
1817,Male,36,37,89
1818,Female,57,42,61
1819,Male,44,95,7
1820,Female,58,30,12
1821,Female,41,79,32
1822,Male,24,106,30
1823,Female,22,66,6
1824,Male,52,26,9
1825,Female,46,45,15
1826,Male,61,77,98
1827,Male,48,50,45
1828,Male,65,106,90
1829,Male,47,85,9
1830,Male,51,51,32
1831,Male,47,90,78
1832,Male,33,67,26
1833,Female,47,35,30
1834,Female,41,104,93
1835,Male,22,74,31
1836,Female,42,59,18
1837,Male,31,21,96
1838,Male,46,46,4
1839,Male,19,70,36
1840,Female,19,41,86
1841,Male,50,131,3
1842,Male,25,84,32
1843,Male,33,111,81
1844,Female,68,79,43
1845,Male,53,103,16
1846,Female,53,48,21
1847,Female,46,136,39
1848,Male,18,114,18
1849,Male,42,72,30
1850,Female,40,54,39
1851,Female,35,135,2
1852,Male,62,97,66
1853,Male,25,29,56
1854,Male,25,110,30
1855,Female,55,53,66
1856,Male,67,66,6
1857,Female,38,23,78
1858,Female,64,45,74
1859,Female,42,110,41
1860,Male,48,63,62
1861,Female,21,134,19
1862,Female,64,56,48
1863,Male,24,60,24
1864,Male,23,81,75
1865,Male,23,47,28
1866,Female,51,74,33
1867,Female,47,50,44
1868,Female,24,71,89
1869,Male,62,128,37
1870,Female,21,61,15
1871,Female,38,121,85
1872,Male,21,67,57
1873,Female,32,101,4
1874,Female,49,46,54
1875,Male,55,124,72
1876,Male,60,69,72
1877,Male,42,104,81
1878,Female,18,105,40
1879,Female,66,104,10
1880,Female,51,98,38
1881,Female,54,75,72
1882,Female,19,33,15
1883,Female,40,133,50
1884,Male,50,107,50
1885,Female,50,34,36
1886,Male,22,98,56
1887,Male,35,99,44
1888,Female,57,123,4
1889,Male,39,46,84
1890,Male,43,84,56
1891,Male,18,16,66
1892,Male,43,47,42
1893,Female,52,80,89
1894,Male,28,72,52
1895,Female,55,62,47
1896,Male,56,114,56
1897,Male,68,81,51
1898,Male,45,82,45
1899,Female,60,89,81
1900,Male,49,128,98
1901,Female,22,28,28
1902,Female,30,73,2
1903,Female,63,65,96
1904,Female,20,22,43
1905,Female,68,21,77
1906,Male,59,65,46
1907,Male,63,109,27
1908,Female,23,89,87
1909,Male,38,67,86
1910,Male,38,20,5
1911,Male,47,32,14
1912,Male,39,37,65
1913,Male,41,61,41
1914,Female,52,47,40
1915,Female,43,53,61
1916,Female,62,123,55
1917,Male,42,83,97
1918,Male,21,81,38
1919,Male,34,100,37
1920,Male,56,24,87
1921,Female,35,39,74
1922,Female,36,80,37
1923,Male,69,80,62
1924,Female,19,57,22
1925,Male,39,16,56
1926,Male,38,86,5
1927,Female,48,110,73
1928,Female,25,39,74
1929,Male,67,108,29
1930,Male,68,35,44
1931,Female,62,117,70
1932,Female,49,58,82
1933,Male,35,54,44
1934,Male,44,115,91
1935,Female,46,111,62
1936,Male,67,62,73
1937,Female,28,66,90
1938,Male,67,107,13
1939,Female,55,31,13
1940,Female,37,71,52
1941,Female,31,24,27
1942,Female,59,132,12
1943,Female,40,33,58
1944,Male,39,131,8
1945,Male,47,80,53
1946,Female,65,117,22
1947,Male,53,53,34
1948,Female,63,125,76
1949,Male,20,32,97
1950,Female,60,131,73
1951,Female,19,31,56
1952,Male,27,65,89
1953,Male,52,37,1
1954,Female,60,108,50
1955,Male,27,32,32
1956,Male,26,116,88
1957,Male,59,47,25
1958,Male,53,107,13
1959,Male,40,55,28
1960,Female,46,72,12
1961,Female,36,56,53
1962,Male,28,73,61
1963,Male,48,123,95
1964,Female,53,69,59
1965,Female,24,92,28
1966,Female,20,117,22
1967,Female,19,125,10
1968,Male,33,25,90
1969,Male,48,92,57
1970,Male,55,135,17
1971,Male,28,35,26
1972,Female,24,113,22
1973,Male,54,59,98
1974,Male,27,61,2
1975,Male,50,96,37
1976,Female,32,59,79
1977,Male,53,57,28
1978,Female,39,91,1
1979,Female,51,72,2
1980,Male,21,106,59
1981,Female,20,109,33
1982,Male,54,113,74
1983,Female,63,113,63
1984,Male,29,78,75
1985,Female,41,61,22
1986,Female,34,74,54
1987,Male,38,131,54
1988,Female,25,19,23
1989,Female,37,111,94
1990,Female,60,135,84
1991,Male,29,106,4
1992,Male,20,86,4
1993,Male,47,77,80
1994,Male,47,128,85
1995,Female,25,35,2
1996,Male,47,76,27
1997,Male,59,22,40
1998,Male,55,22,63
1999,Female,38,78,30
2000,Male,25,54,5
